id,name,team,role,battingStyle,bowlingStyle
85dcb721,TJ Moores,Nottinghamshire,Batsman,,
97e434a6,DP Sibley,Surrey,Batsman,,
4b685e2d,DW Lawrence,Essex,Batsman,,
5b6d248a,JA Porter,Essex,Bowler,,
e68dd455,JS Foster,Essex,Batsman,,
7be8a0ed,JW Dernbach,Surrey,Bowler,,
e94bc520,OJ Pope,Surrey,Batsman,,
57590dbb,PI Walter,Essex,Bowler,,
29e8a62e,RJ Burns,Surrey,Batsman,,
51e1ed69,SG Borthwick,Surrey,Batsman,,
e94915e6,SM Curran,Surrey,Batsman,,
54745c20,V Chopra,Essex,Batsman,,
57330536,AJ Hickey,Durham,Batsman,,
88a004e9,AM Lilley,Lancashire,Batsman,,
e737a5fe,C Rushworth,Durham,Bowler,,
4fd09cfc,G Clark,Durham,Batsman,,
c672e80e,J Clark,Lancashire,Batsman,,
a4a2a0c0,JTA Burnham,Durham,Batsman,,
818c9e0d,KR Brown,Lancashire,Batsman,,
22176fe7,MJ Richardson,Durham,Batsman,,
71440756,P Coughlin,Durham,Bowler,,
a386e91b,PD Collingwood,Durham,Bowler,,
c654af19,R McLaren,Lancashire,Batsman,,
757502b5,RD Pringle,Durham,Bowler,,
ad8cb396,RP Jones,Unknown,Unknown,,
0f6db197,S Mahmood,Lancashire,Unknown,,
fdb8ed0d,SD Parry,Lancashire,Bowler,,
ab474682,SJ Croft,Lancashire,Batsman,,
cdf59953,SW Poynter,Durham,Batsman,,
b9877635,TE Bailey,Lancashire,Bowler,,
02b93a83,U Arshad,Durham,Bowler,,
10f68de1,WJ Weighell,Durham,Bowler,,
1a45b864,AG Salter,Glamorgan,Bowler,,
72918338,AHT Donald,Glamorgan,Batsman,,
6755cd5c,CB Cooke,Glamorgan,Batsman,,
0c7f11be,DL Lloyd,Glamorgan,Batsman,,
450f6fa6,GG Wagg,Glamorgan,Bowler,,
42151725,GK Berg,Hampshire,Bowler,,
42537f07,JA Rudolph,Glamorgan,Batsman,,
9e707e02,KS Carlson,Glamorgan,Batsman,,
6feb46a4,LD McManus,Hampshire,Batsman,,
8305580c,MA Carberry,Hampshire,Batsman,,
5da34add,MG Hogan,Glamorgan,Bowler,,
951127ac,RJ Evans,Unknown,Unknown,,
8db7f47f,RJW Topley,Hampshire,Bowler,,
cad00a4d,RR Rossouw,Hampshire,Batsman,,
556302a7,SM Ervine,Hampshire,Batsman,,
5b3acc53,CJ Liddle,Gloucestershire,Bowler,,
6c79c098,DA Payne,Gloucestershire,Bowler,,
36e0770d,GD Lloyd,Unknown,Unknown,,
c2b6764d,GFB Scott,Middlesex,Batsman,,
fc1608a2,GT Hankins,Unknown,Batsman,,
542fd5a6,IA Cockbain,Gloucestershire,Batsman,,
818e8bf2,ID Blackwell,Unknown,Unknown,,
f05fe9b1,JA Simpson,Middlesex,Batsman,,
aed5be04,JMR Taylor,Gloucestershire,Batsman,,
1ad0b441,K Noema-Barnett,Gloucestershire,Batsman,,
01a95383,MD Taylor,Gloucestershire,Bowler,,
ee0c05c0,NA Sowter,Middlesex,Bowler,,
1b6fef02,P Mustard,Gloucestershire,Batsman,,
ad212f96,RF Higgins,Middlesex,Bowler,,
74a274cc,TG Helm,Middlesex,Bowler,,
0a12e736,TMJ Smith,Gloucestershire,Bowler,,
8d1dad51,A Javid,Unknown,Unknown,,
0c5bb005,AD Thomason,Warwickshire,Batsman,,
9679838c,BL D'Oliveira,Worcestershire,Batsman,,
8108e2d2,DKH Mitchell,Worcestershire,Batsman,,
a510bdd3,EG Barnard,Worcestershire,Batsman,,
fd8a9b23,GH Rhodes,Worcestershire,Batsman,,
cd143bca,J Leach,Worcestershire,Batsman,,
70fdd428,JD Shantry,Worcestershire,Bowler,,
2eca67f5,JM Clarke,Worcestershire,Batsman,,
4dea0f15,NGC Cowley,Unknown,Unknown,,
cd219cb3,NL Bainton,Unknown,Unknown,,
324a6ee1,OB Cox,Worcestershire,Batsman,,
e0ac7144,OJ Hannon-Dalby,Warwickshire,Bowler,,
3f659464,OP Stone,Warwickshire,Bowler,,
8728a058,R Clarke,Warwickshire,Bowler,,
d346d939,RA Whiteley,Worcestershire,Batsman,,
67b9536c,SR Hain,Warwickshire,Batsman,,
a15aaa7f,TR Ambrose,Warwickshire,Batsman,,
730d120f,AG Wakely,Northamptonshire,Batsman,,
1066a976,AL Hughes,Derbyshire,Bowler,,
7bcde3fe,AM Rossington,Northamptonshire,Batsman,,
b26b1e3d,BA Godleman,Derbyshire,Batsman,,
c5f1d2a1,BT Slater,Derbyshire,Batsman,,
e871a7a1,BW Sanderson,Northamptonshire,Bowler,,
4bb02ef1,D Smit,Derbyshire,Batsman,,
0f21680d,GG White,Northamptonshire,Bowler,,
9789e56e,LM Reece,Derbyshire,Batsman,,
c5cc48bc,MJJ Critchley,Derbyshire,Batsman,,
85d884bb,PR Pollard,Unknown,Unknown,,
e22d3b5c,RI Keogh,Northamptonshire,Batsman,,
c4450a69,SP Crook,Northamptonshire,Batsman,,
86e0f3f0,WL Madsen,Derbyshire,Bowler,,
3df4cd05,SC Gale,Unknown,Unknown,,
f444fdac,JH Evans,Unknown,Unknown,,
b3bd0666,M Burns,Unknown,Unknown,,
6bb53c12,PK Baldwin,Unknown,Unknown,,
29b89ae8,WB Rankin,Warwickshire,Bowler,,
8af86756,BC Brown,Sussex,Batsman,,
99760152,BV Taylor,Unknown,Unknown,,
6f049d41,CD Nash,Sussex,Batsman,,
f3abd0c9,DR Briggs,Sussex,Bowler,,
5574750c,JC Archer,Sussex,Bowler,,
1c513d54,LJ Evans,Sussex,Batsman,,
402d5937,MJ Saggers,Unknown,Unknown,,
f4dfcbb4,S van Zyl,Sussex,Batsman,,
98eacfe5,WAT Beer,Sussex,Bowler,,
104e88a4,AJ Hose,Somerset,Batsman,,
e9987a94,C Overton,Somerset,Bowler,,
7d5e0b78,J Allenby,Somerset,Batsman,,
782c0568,JC Hildreth,Somerset,Batsman,,
d3868bd0,JH Davey,Somerset,Bowler,,
06c2de82,L Gregory,Somerset,Bowler,,
d74d1090,MTC Waller,Somerset,Bowler,,
93e06301,PD Trego,Somerset,Batsman,,
8fc65c2b,SM Davies,Somerset,Batsman,,
25f7b7d6,T Banton,Unknown,Batsman,,
aa1210d8,CF Parkinson,Leicestershire,Bowler,,
27c5a793,DJ Lamb,Lancashire,Batsman,,
d510d457,EJH Eckersley,Leicestershire,Batsman,,
79c7041c,GT Griffiths,Leicestershire,Bowler,,
59792462,KM Jarvis,Lancashire,Bowler,,
35f9a295,LJ Hill,Leicestershire,Batsman,,
be768595,MJ Cosgrove,Leicestershire,Batsman,,
6a2fadd0,MW Pillans,Leicestershire,Bowler,,
eb1a5b03,TJ Wells,Leicestershire,Batsman,,
49299473,AJ Ball,Kent,Unknown,,
ea27a674,AJ Blake,Kent,Batsman,,
bca21d18,DI Stevens,Kent,Bowler,,
8f938a32,DJ Bell-Drummond,Kent,Batsman,,
49b6c09f,JC Tredwell,Kent,Bowler,,
bdadf7da,JL Denly,Kent,Batsman,,
7e4c8ba3,SA Northeast,Kent,Batsman,,
be869ccf,GHS Garton,Sussex,Bowler,,
47b4ad09,JG Myburgh,Somerset,Batsman,,
dddc811c,TD Groenewald,Somerset,Bowler,,
fd770945,BT Foakes,Surrey,Batsman,,
e5652e3d,Imran Qayyum,Kent,Bowler,,
a37b5c0a,BO Coad,Yorkshire,Bowler,,
15101f12,ME Claydon,Kent,Bowler,,
eddf25bd,CAJ Meschede,Glamorgan,Batsman,,
bbbb7f1e,JE Poysden,Warwickshire,Bowler,,
eec81780,Hamidullah Qadri,Derbyshire,Unknown,,
19708692,MW Parkinson,Lancashire,Bowler,,
c56819b2,CAJ Brodrick,Derbyshire,Batsman,,
71647ced,AJA Wheater,Essex,Batsman,,
eb9cb105,SC Meaker,Surrey,Batsman,,
9395f98e,CJ Haggett,Kent,Bowler,,
a7c226e1,FH Edwards,Hampshire,Batsman,,
961b8ff1,TP Alsop,Hampshire,Batsman,,
e3434f95,AM Ali,Unknown,Batsman,,
aeab0d4f,D Klein,Leicestershire,Bowler,,
eba62359,ML Pettini,Leicestershire,Batsman,,
2223b920,KHD Barker,Warwickshire,Bowler,,
53597be1,BRM Taylor,Nottinghamshire,Batsman,,
314ed7e6,MW Dixon,Essex,Bowler,,
bab08c8b,NJ Selman,Glamorgan,Batsman,,
3d284ca3,PD Salt,Sussex,Batsman,,
1f28c0f2,RI Newton,Northamptonshire,Batsman,,
c9c0fe50,AZ Lees,Yorkshire,Batsman,,
d8b24492,K Carver,Yorkshire,Bowler,,
5899dceb,CT Steel,Durham,Batsman,,
67954d19,GJ Harte,Durham,Batsman,,
c1a89821,NRT Gubbins,Middlesex,Batsman,,
170f716c,AJ Mellor,Warwickshire,Batsman,,
d6663a9a,EJ Pollock,Warwickshire,Batsman,,
b5781ac3,L Trevaskis,Durham,Batsman,,
8f2dfebf,MD Fisher,Yorkshire,Batsman,,
3f61a062,BTJ Wheal,Hampshire,Bowler,,
1efd12d1,PR Brown,Worcestershire,Batsman,,
5239d782,NL Buck,Northamptonshire,Bowler,,
ab01e323,SA Zaib,Northamptonshire,Bowler,,
1cfac535,CP Wood,Hampshire,Bowler,,
72898514,WT Root,Nottinghamshire,Batsman,,
1f1b4c89,JC Tongue,Worcestershire,Bowler,,
a7e8ff19,BD Cotton,Derbyshire,Bowler,,
5e6d1a54,LJ Carey,Glamorgan,Bowler,,
ba9258a7,TB Abell,Somerset,Batsman,,
2a0d5d4a,Azharullah,Northamptonshire,Bowler,,
884f72a1,TA Wood,Derbyshire,Batsman,,
43205dad,HW Podmore,Middlesex,Batsman,,
4167f30b,IG Holland,Hampshire,Bowler,,
75cbed9b,SS Eskinazi,Middlesex,Batsman,,
7cdecc31,TE Barber,Middlesex,Batsman,,
cad40f5e,BA Carse,Durham,Batsman,,
21764a38,A Hepburn,Worcestershire,Bowler,,
95a06106,GLS Scrimshaw,Worcestershire,Bowler,,
3f1ad7f2,CM Dickinson,Hampshire,Batsman,,
6dd03875,CJ Taylor,Unknown,Unknown,,
