id,name,team,role,battingStyle,bowlingStyle
543b4552,EM Young,Unknown,Unknown,,
fc80e7a2,J Jensen,Unknown,Unknown,,
a2dd9236,K Cawte,Isle of Man,Bowler,,
9334796c,Kashif Hussain,Germany,Batsman,,
12197705,Khaled Khan,Germany,Batsman,,
bf00f426,ME Latif,Germany,Bowler,,
6e60a792,MJ Ansell,Isle of Man,Bowler,,
7dde58c9,Mudassar Muhammad,Germany,Batsman,,
a69e2964,OJ Webster,Isle of Man,Batsman,,
0d9992e3,P Littlejohns,Isle of Man,Batsman,,
7a7c7e57,R Pillai,Germany,Batsman,,
86ac0262,S Mills,Isle of Man,Bowler,,
b1b99a1a,Sajid Liaqat,Germany,Batsman,,
0c17f84a,AM Baird,Unknown,Unknown,,
b2caf373,N White,Isle of Man,Unknown,,
7fcc57bf,Atif Mehmood,Spain,Bowler,,
f9f857dc,Awais Ahmed,Spain,Batsman,,
17bc032c,C Munoz-Mills,Spain,Batsman,,
ba1ae245,Farhat Mahmood,Spain,Unknown,,
6ebf4d4e,Farzan Afzal,Spain,Bowler,,
8a1d0222,Kuldeep Lal,Spain,Bowler,,
cf785dd1,M Armghan Khan,Spain,Batsman,,
483af635,N Dokarker,Israel,Batsman,,
6c765570,Nisar Ahmed,Spain,Batsman,,
91cd337c,R Panchal,Spain,Unknown,,
5a00e218,Talat Nadeem,Spain,Bowler,,
7d04a802,Tanveer Iqbal,Spain,Bowler,,
1f06e3d5,Amna Jamal,Singapore,Unknown,,
691e535a,Ankita Ved,Singapore,Batsman,,
b42d42b1,Christina Baret,Malaysia,Batsman,,
a009fb86,DI Chunan,Malaysia,Batsman,,
841d07cc,Emylia Eliani,Malaysia,Batsman,,
992979fa,GK Diviya,Singapore,Batsman,,
eaf4f81c,Jannadiah Halim,Malaysia,Bowler,,
1d3f9a1e,Kashish Agarwal,Singapore,Batsman,,
5efa8af3,M Syahadat Ramli,Unknown,Unknown,,
0785b683,NA Pratt,Singapore,Batsman,,
31382975,Noor Hayati Zakaria,Malaysia,Bowler,,
f7301b56,Nur Aishah,Malaysia,Batsman,,
4db4c8be,Nur Arianna Natsya,Malaysia,Bowler,,
7ccc0a38,RR Seth,Singapore,Bowler,,
ee08063a,Samantha Singham,Singapore,Batsman,,
9e4f6851,Sasha Azmi,Malaysia,Bowler,,
0c40b02d,Shafina Mahesh,Singapore,Unknown,,
9ef019c5,Smruthi Radhakrishnan,Singapore,Bowler,,
a96938ba,Suharril Fetri,Unknown,Unknown,,
5d1c84b8,T Sen,Singapore,Bowler,,
eb2d1983,Vathana Sreemurugavel,Singapore,Batsman,,
7467fe01,WA Duraisingam,Malaysia,Bowler,,
c74d14f1,Yusrina Yaakop,Malaysia,Batsman,,
d35c1fc7,Zumika Azmi,Malaysia,Bowler,,
b9b32e3c,Mahirah Izzati Ismail,Malaysia,Bowler,,
f6b98653,R Pasupathy,Singapore,Unknown,,
8b002990,V Pasupathy,Singapore,Batsman,,
86a1918c,Ahmed Shahab,Unknown,Unknown,,
e0e5b209,Ahsan Raza,Unknown,Unknown,,
5eea345c,Khalid Latif,Pakistan,Batsman,,
0b06b921,Khalid Mahmood,Unknown,Unknown,,
153c67dc,Shozab Raza,Unknown,Unknown,,
3a0f6df2,Zulfiqar Babar,Pakistan,Batsman,,
98dfe425,Asmavia Iqbal,Pakistan,Bowler,,
e15f4fa4,Ayesha Zafar,Pakistan,Batsman,,
3b770527,Bismah Maroof,Pakistan,Bowler,,
25c6d6af,ED Sanders,Unknown,Unknown,,
cb4b3ab0,GAV Baxter,Unknown,Unknown,,
8ca1f93a,HM Rowe,New Zealand,Bowler,,
dc596fac,Iram Javed,Pakistan,Batsman,,
ccf7baaf,JAK Bromley,Unknown,Unknown,,
3021a755,Maham Tariq,Pakistan,Bowler,,
3e7c0b1e,Nahida Khan,Pakistan,Batsman,,
5486d41f,Nain Abidi,Pakistan,Batsman,,
ed840f44,Nida Dar,Pakistan,Bowler,,
3cfbddce,Sadia Yousuf,Pakistan,Bowler,,
b287e7b1,Sana Mir,Pakistan,Bowler,,
ca3ded6f,Sidra Nawaz,Pakistan,Batsman,,
93fe473e,TMM Newton,New Zealand,Bowler,,
2904b4b6,Aliya Riaz,Pakistan,Batsman,,
d921449d,Javeria Khan,Pakistan,Batsman,,
d59c5855,K Cross,Unknown,Unknown,,
aa89a853,SRH Curtis,New Zealand,Batsman,,
06653fcc,Anam Amin,Pakistan,Bowler,,
a51e6c6e,Diana Baig,Pakistan,Batsman,,
153c9f33,JM Dempsey,Unknown,Unknown,,
adb07afc,RG Hooper,Unknown,Unknown,,
f5c7823e,D Venter,Unknown,Unknown,,
57689d0b,RE Hayward,Unknown,Unknown,,
6c46022b,GA Stirrat,Unknown,Unknown,,
e5c6f48b,RA Dykes,Unknown,Unknown,,
58ddb8b4,KD Earl,Unknown,Unknown,,
c661789d,AW Mathieson,Central Stags,Bowler,,
fbd4f01f,AY Patel,Central Stags,Bowler,,
efc0a862,BF Bowden,Unknown,Unknown,,
48ad3373,BM Tickner,Central Stags,Bowler,,
556df4f9,BS Smith,Central Stags,Bowler,,
ac3e14ed,BS Wilson,Otago Volts,Batsman,,
f7b2cbe8,C Viljoen,Otago Volts,Bowler,,
e3a949be,D Cleaver,Central Stags,Batsman,,
bf573bfd,DC de Boorder,Otago Volts,Batsman,,
5bcd48df,GR Hay,Central Stags,Batsman,,
0605de92,HD Rutherford,Otago Volts,Batsman,,
dadbdb68,JA Duffy,Otago Volts,Bowler,,
1ccf9e7e,JL Finnie,Otago Volts,Batsman,,
b862ef08,M Renwick,Central Stags,Batsman,,
05b1aef8,NG Smith,Otago Volts,Bowler,,
19cc9592,RJ McCone,Central Stags,Bowler,,
37fa7ef6,RM Duffy,Otago Volts,Batsman,,
37d0c8b3,RM Phillips,Otago Volts,Bowler,,
8fdfa195,SR Wells,Otago Volts,Batsman,,
8afe73e2,WA Young,Central Stags,Batsman,,
f336ff13,A Mehrotra,Unknown,Unknown,,
f987245c,AM Ellis,Canterbury,Batsman,,
848487cf,B Popli,Northern Districts,Batsman,,
4af9f5d4,CD Fletcher,Canterbury,Batsman,,
45df0e72,CJ Bowes,Canterbury,Batsman,,
eade4650,DJ Mitchell,Northern Districts,Bowler,,
9d710afe,DR Flynn,Northern Districts,Batsman,,
c9bb898a,EJ Nuttall,Canterbury,Batsman,,
5426de63,HB Shipley,Canterbury,Batsman,,
10f7b52b,JD Baker,Northern Districts,Bowler,,
125fa4de,JF Carter,Northern Districts,Batsman,,
94734e80,JG Walker,Northern Districts,Bowler,,
68c56d09,KA Jamieson,Canterbury,Batsman,,
4c895bc1,KJ McClure,Canterbury,Batsman,,
3173801a,MSJ Davidson,Unknown,Batsman,,
97f437ed,NF Kelly,Northern Districts,Batsman,,
10a2a1ff,PG Fulton,Canterbury,Batsman,,
a1a5192e,TG Johnston,Canterbury,Batsman,,
3cfc24b0,TJ Parlane,Unknown,Unknown,,
4663bd23,TL Seifert,Northern Districts,Batsman,,
eec5fe00,ZN Gibson,Northern Districts,Bowler,,
e9a44f08,B Cachopa,Auckland Aces,Batsman,,
a5ac694f,BJ Arnel,Wellington Firebirds,Bowler,,
52d11798,DJ Grobbelaar,Auckland Aces,Batsman,,
d4aea8ac,DJ Walker,Unknown,Unknown,,
13161e28,DS Hutchinson,Auckland Aces,Batsman,,
70542bef,HJH Marshall,Wellington Firebirds,Batsman,,
f8e48647,IG McPeake,Wellington Firebirds,Bowler,,
9ba59a3c,LJ Woodcock,Wellington Firebirds,Batsman,,
d3b84c59,MA Pollard,Wellington Firebirds,Batsman,,
6c1beb66,MHW Papps,Wellington Firebirds,Batsman,,
87617f7a,MJ Taylor,Wellington Firebirds,Batsman,,
9f86e380,ML Guptill-Bunce,Auckland Aces,Batsman,,
8d8c24fd,RJ Nicol,Auckland Aces,Batsman,,
2742086d,RR O'Donnell,Auckland Aces,Batsman,,
168b4c4f,S Hicks,Auckland Aces,Batsman,,
2415a225,SJ Murdoch,Wellington Firebirds,Batsman,,
e82dc4c5,TS Nethula,Auckland Aces,Batsman,,
ae9e1240,TC Goodin,Northern Districts,Batsman,,
169be239,PD Jones,Unknown,Unknown,,
e731bb66,CW Andrews,Auckland Aces,Bowler,,
b87fb772,MB McEwan,Wellington Firebirds,Batsman,,
7fa12533,MS Chapman,Auckland Aces,Batsman,,
63a1874a,AK Kitchen,Otago Volts,Batsman,,
46966c2b,CK Leopard,Central Stags,Bowler,,
e38bce7a,MG Bracewell,Otago Volts,Batsman,,
9123301a,NA Patel,Central Stags,Bowler,,
afb3ab47,JS Hunter,Otago Volts,Batsman,,
1c06d60a,MD Rae,Otago Volts,Batsman,,
93f25f4f,BR Hampton,Northern Districts,Bowler,,
99528b4b,HR Cooper,Northern Districts,Batsman,,
91ffa6c6,JD Ryder,Central Stags,Batsman,,
d285acaf,CE McConchie,Canterbury,Batsman,,
f7b3d625,JCT Boyle,Canterbury,Batsman,,
782fb776,LV van Beek,Canterbury,Bowler,,
fd9f43bb,SM Solia,Auckland Aces,Bowler,,
650f9d3c,Aniket Parikh,Auckland Aces,Bowler,,
5d99a16a,BJ Horne,Auckland Aces,Batsman,,
2f55509e,RS Sandhu,Auckland Aces,Bowler,,
2c724f2c,SW Eathorne,Otago Volts,Batsman,,
51a3c5ef,MJ McClenaghan,Auckland Aces,Bowler,,
034b1472,PJ Malcon,Unknown,Unknown,,
644bf4ad,K Pulley,Unknown,Unknown,,
861eed37,WSA Williams,Canterbury,Bowler,,
6b26688e,GW Croudis,Otago Volts,Batsman,,
dbeb6733,BG Randell,Northern Districts,Bowler,,
c2327c5d,FJ Colson,Wellington Firebirds,Batsman,,
149d0c18,PF Younghusband,Wellington Firebirds,Batsman,,
5ca4a6ff,JJ Tasman-Jones,Otago Volts,Batsman,,
23fa9ea9,Abdul Waheed,Saudi Arabia,Batsman,,
746fd7bf,Afzal Saleem,Saudi Arabia,Batsman,,
b64e3749,E Ochieng,Kenya,Bowler,,
05978f8d,Gulam Mustafa,Saudi Arabia,Batsman,,
119007ef,Ibrarul Haq,Saudi Arabia,Batsman,,
8a6602c4,Imran Azam,Saudi Arabia,Batsman,,
1ce56cb2,Inayat Saeed,Saudi Arabia,Unknown,,
8a369727,K Kaul,Kenya,Batsman,,
08f04bc3,Muhammad Abbasi,Saudi Arabia,Batsman,,
382ca816,Muzaffar Mujeed,Saudi Arabia,Batsman,,
e4c69c16,Patric Makumbi,Unknown,Unknown,,
5539605a,Roheel Shamus,Saudi Arabia,Batsman,,
7e461ed2,Shanawaz Khan,Saudi Arabia,Batsman,,
e32a4ceb,W Trenk,Unknown,Unknown,,
e29e7278,Waqas Akram,Saudi Arabia,Batsman,,
fcfffcd5,AS Kyobe,Uganda,Batsman,,
dfdd7b97,Abdalah Lubega,Uganda,Batsman,,
88aaf2d7,Asgarali Kassam,Unknown,Unknown,,
f33cfd25,B Masaba,Uganda,Batsman,,
7636b587,D Muhumuza,Uganda,Batsman,,
643f2e6a,Dharmang Patel,Qatar,Batsman,,
87e33d07,F Nsubuga,Uganda,Batsman,,
b0ef0346,Faisal Javed,Qatar,Batsman,,
2b7609f1,H Ssenyondo,Uganda,Bowler,,
d26858c0,HB Kayondo,Uganda,Batsman,,
e95eb01b,Imran Ashraf,Qatar,Batsman,,
b9fd3959,Iqbal Hussain,Qatar,Bowler,,
1e78c51c,J Sebanja,Uganda,Batsman,,
922e3dcc,Kamran Khan,Qatar,Batsman,,
68e267a8,L Sematimba,Uganda,Batsman,,
2cef25f0,M Okello,Unknown,Unknown,,
82afc034,Mohammad Rizlan,Qatar,Batsman,,
34b8b1b5,Mohammed Awais,Qatar,Bowler,,
dc67d315,Mohammed Irfan,Uganda,Batsman,,
856cbb1e,Mohammed Nadeem,Qatar,Bowler,,
1a8f879b,Mujeeb-ur-Rehman,Qatar,Bowler,,
6adabee6,Nouman Sarwar,Qatar,Bowler,,
7bb926a7,Tamoor Sajjad,Qatar,Batsman,,
88ee683b,Z Arinaitwe,Uganda,Batsman,,
6727fb4d,A Otwani,Uganda,Batsman,,
ab591e7d,E Isaneez,Uganda,Bowler,,
de4828fa,IO Oyieko,Unknown,Unknown,,
fdf9c85a,C Udoyi,Unknown,Unknown,,
a6ea5758,H Ochieng,Unknown,Unknown,,
fcec4285,Hammad Saeed,Saudi Arabia,Batsman,,
941dfb84,Mohsin Shabbir,Saudi Arabia,Batsman,,
f0e8d51a,Shoaib Ali,Saudi Arabia,Batsman,,
53d50717,A Hartley,England,Bowler,,
5230a33d,L Winfield,England,Batsman,,
9706e64b,LA Marsh,England,Bowler,,
52d3b7ff,OU Ranasinghe,Sri Lanka,Batsman,,
5f862ccd,SS Weerakkody,Sri Lanka,Batsman,,
f8e27d4a,H Karunaratne,Sri Lanka,Bowler,,
318a4039,MAA Sanjeewani,Sri Lanka,Batsman,,
f0b4294e,NND de Silva,Sri Lanka,Bowler,,
550373ea,WGAKK Kulasuriya,Sri Lanka,Bowler,,
53e20e1c,WN de Silva,Unknown,Unknown,,
15c766c3,Inam-ul-Haq,Qatar,Bowler,,
130de2a7,Nicholas Otieno,Unknown,Unknown,,
49691d7a,CB Mpofu,Zimbabwe,Bowler,,
4751caa3,CBRLS Kumara,Sri Lanka,Batsman,,
28496266,CT Mumba,Zimbabwe,Bowler,,
400e2d4d,FDM Karunaratne,Sri Lanka,Batsman,,
d2fcce2f,HMRKB Herath,Sri Lanka,Batsman,,
52f7299a,JK Silva,Sri Lanka,Batsman,,
5531248e,MDK Perera,Sri Lanka,Batsman,,
b58b7db6,GSNFG Jayasuriya,Sri Lanka,Bowler,,
753c95b9,SS Pathirana,Sri Lanka,Bowler,,
3b417422,T Panyangara,Zimbabwe,Batsman,,
4b2d6789,TS Chisoro,Zimbabwe,Bowler,,
aceb7654,JDF Vandersay,Sri Lanka,Bowler,,
37137c8b,BV Vitori,Zimbabwe,Batsman,,
9f9b903e,TK Musakanda,Zimbabwe,Batsman,,
71c1f483,A Bonora,Italy,Batsman,,
16f4cc7e,A Bulow,Denmark,Batsman,,
e27cff77,A Khan,Denmark,Batsman,,
94ed8d37,Aftab Ahmed (2),Denmark,Batsman,,
c8c9d60b,BBJL Perera,Italy,Batsman,,
3b282e51,Bashir Shah,Denmark,Bowler,,
169c473b,C Young,Unknown,Unknown,,
b7ccb3c9,CS Sandri,Italy,Bowler,,
cb4a3840,Charanjeet Singh,Italy,Bowler,,
1f1f93b5,DG Crowley,Italy,Bowler,,
821a412e,FA Klokker,Denmark,Batsman,,
3957a70a,GP Meade,Italy,Bowler,,
007113d7,HAM Shah,Denmark,Batsman,,
b61d9d70,JM Williams,Unknown,Unknown,,
22cf078a,L di Giglio,Italy,Bowler,,
180bb105,MMBRSTC Wanigaratne,Italy,Bowler,,
3f796a61,MR Pedersen,Denmark,Batsman,,
e9d6a2ce,Manpreet Singh,Italy,Batsman,,
1f1acb93,R Tanweer,Italy,Batsman,,
bf385668,RB Javed,Denmark,Batsman,,
8de618ab,SA Ahmad,Denmark,Bowler,,
ed7bdfec,WTN Fernando,Italy,Bowler,,
928baf6b,Yasir Iqbal,Denmark,Batsman,,
fb0d3749,Zameer Khan,Denmark,Batsman,,
b481216d,A Poulose,Oman,Batsman,,
b858be20,AV Lalcheta,Oman,Bowler,,
e753931d,Akbar Ali,Unknown,Unknown,,
3748955d,Amir Ali,Oman,Batsman,,
59dcf322,BJ Hall,Bermuda,Batsman,,
ff722bc8,C Outerbridge,Bermuda,Batsman,,
49212b50,DA Minors,Bermuda,Batsman,,
7f6c2dae,DC Stovell,Bermuda,Batsman,,
310dbd9a,GH Maybury,Bermuda,Batsman,,
01d5f279,JA DeSilva,Bermuda,Batsman,,
bceb1b07,JJ Tucker,Bermuda,Batsman,,
b80dd12c,Jatinder Singh,Oman,Batsman,,
e1592949,KS Leverock,Bermuda,Batsman,,
934b36a6,Khawar Ali,Oman,Bowler,,
681af475,M Ansari,Oman,Bowler,,
c5d7b244,Mohammad Nadeem,Oman,Bowler,,
f71de062,OL Pitcher,Bermuda,Batsman,,
c024db94,RJ Ranpura,Oman,Batsman,,
9485ed40,S Bremar,Bermuda,Batsman,,
04ff561c,SS Khadye,Oman,Batsman,,
6d2b9724,T Manders,Bermuda,Batsman,,
34464143,Zeeshan Maqsood,Oman,Bowler,,
9029d54a,Zeeshan Siddiqui,Oman,Batsman,,
8160713d,AW Hawkins-Kay,Jersey,Batsman,,
b6980844,B Kynman,Jersey,Batsman,,
85ba5659,C Bisson,Jersey,Batsman,,
9f998ed8,CW Perchard,Jersey,Batsman,,
89a7dd4a,JE Dunford,Jersey,Batsman,,
32a8161e,JW Jenner,Jersey,Batsman,,
3221f470,LE Gallichan,Jersey,Batsman,,
80089b3a,NAT Watkins,Jersey,Batsman,,
eca301ed,PW Gough,Jersey,Batsman,,
9652e347,R McBey,Jersey,Bowler,,
bc6f8328,RJG Palmer,Jersey,Batsman,,
b4a23876,AAA Amsterdam,United States of America,Bowler,,
f5efe5e0,AL Dodson,United States of America,Batsman,,
a67252f0,CM Tuckett,Unknown,Unknown,,
cf9ae594,Danial Ahmed,United States of America,Batsman,,
e6ddab51,EH Hutchinson,United States of America,Bowler,,
5595b867,Fahad Babar,United States of America,Batsman,,
0f85e75c,Fida Hussain,Italy,Batsman,,
fc537391,Iftikhar Ali,Unknown,Unknown,,
5ec41cd7,Jasdeep Singh,United States of America,Bowler,,
652ee2b0,NI Standford,United States of America,Batsman,,
4ed3717c,RR Timbawala,United States of America,Batsman,,
95fcbfb7,TK Patel,United States of America,Bowler,,
f7009eb9,W Harris,Jersey,Batsman,,
80063018,DAW Hollis,Bermuda,Batsman,,
f1eb3c73,DMW Rawlins,Bermuda,Batsman,,
d35a520a,Omar Hayat,Denmark,Bowler,,
42bf1b7d,H Carlyon,Jersey,Batsman,,
84e4e12e,ZH Cheema,Italy,Batsman,,
950a79f4,M Morettini,Italy,Unknown,,
bc7d10b8,Abdullah Syed,United States of America,Batsman,,
4e6698d5,P Nair,United States of America,Bowler,,
73b1db79,Abdul Hashim,Denmark,Batsman,,
81c9dbbc,J Smith,Bermuda,Bowler,,
49556abb,T Bharaj,Denmark,Batsman,,
bf172ae6,Sufyan Mehmood,Oman,Batsman,,
6165bca6,A Mukund,India,Batsman,,
8d2c70ad,Kuldeep Yadav,India,Bowler,,
85ec8e33,SS Iyer,Unknown,Unknown,,
a7a49df4,VK Sharma,Unknown,Unknown,,
5c756df3,Abul Hasan,Rajshahi Kings,Batsman,,
4948a447,Farhad Reza,Rajshahi Kings,Batsman,,
cf73ad76,JEC Franklin,Rajshahi Kings,Batsman,,
0404d43c,Liton Das,Comilla Victorians,Batsman,,
b3a28446,Mohammad Saifuddin,Comilla Victorians,Bowler,,
68ddabdb,Mohammad Sami,Rajshahi Kings,Bowler,,
b8d18afc,Nabil Samad,Comilla Victorians,Bowler,,
6575e3bc,Nazmul Islam,Rajshahi Kings,Bowler,,
4c64cc8d,Raqibul Hasan,Unknown,Unknown,,
5f547c8b,Rashid Khan,Comilla Victorians,Bowler,,
fb82725e,Rashid Riaz,Unknown,Unknown,,
18fac429,SR Patel,Rajshahi Kings,Batsman,,
090f9211,Shahadat Hossain,Comilla Victorians,Bowler,,
61a1cead,Abdul Mazid,Khulna Titans,Batsman,,
54279e23,Alok Kapali,Khulna Titans,Batsman,,
1f7adc8a,Arafat Sunny,Rangpur Riders,Bowler,,
ad1730bc,Ariful Haque,Khulna Titans,Batsman,,
90f47cf2,MH Wessels,Khulna Titans,Batsman,,
574665e2,Mohammad Asghar,Khulna Titans,Batsman,,
77191792,Mohammad Mithun,Rangpur Riders,Batsman,,
7bd03d63,Mohammad Saddam,Khulna Titans,Batsman,,
d6dcb0c9,Mohammad Shahzad,Rangpur Riders,Batsman,,
a149de90,Mozahiduzzaman,Unknown,Unknown,,
4a491652,Muktar Ali,Rangpur Riders,Batsman,,
02e83ac5,Naeem Islam,Rangpur Riders,Batsman,,
bd81a027,Neeyamur Rashid,Unknown,Unknown,,
140cdf29,REJ Martinesz,Unknown,Unknown,,
402f8494,RJ Gleeson,Rangpur Riders,Bowler,,
0dc00542,Shahid Afridi,Rangpur Riders,Bowler,,
5a4c12ab,Sohag Gazi,Rangpur Riders,Bowler,,
888e32bf,Abdur Razzak,Chittagong Vikings,Bowler,,
31803fac,Abu Hider,Barisal Bulls,Bowler,,
3f5f39cd,Al-Amin Hossain,Barisal Bulls,Bowler,,
72b245dd,Anamul Haque,Chittagong Vikings,Batsman,,
f0df3ed7,Gazi Sohel,Unknown,Unknown,,
195fb6db,Imran Khan,Chittagong Vikings,Bowler,,
ed087aa3,Imran Parvez,Unknown,Unknown,,
58c481c6,JJ Cobb,Barisal Bulls,Batsman,,
6752c57b,Jahurul Islam,Chittagong Vikings,Batsman,,
62af8546,Mohammad Nabi,Chittagong Vikings,Bowler,,
d6ac6545,Nadif Chowdhury,Barisal Bulls,Batsman,,
0637aa94,Nazmul Hossain Milon,Chittagong Vikings,Batsman,,
26cd0ae9,Obaydul Haque,Unknown,Unknown,,
b9c225c2,Shahriar Nafees,Barisal Bulls,Batsman,,
e3e09091,Zakir Hasan,Chittagong Vikings,Batsman,,
ec72efc5,Al-Amin,Comilla Victorians,Batsman,,
721032ec,Alauddin Babu,Dhaka Dynamites,Batsman,,
2d614d14,Jashimuddin,Comilla Victorians,Batsman,,
3361993b,Mehedi Maruf,Dhaka Dynamites,Batsman,,
c285c86e,Mohammad Shahid,Dhaka Dynamites,Bowler,,
3515389d,Nadir Shah,Unknown,Unknown,,
4ec07775,RN ten Doeschate,Comilla Victorians,Bowler,,
7ca5e05d,RS Bopara,Dhaka Dynamites,Batsman,,
62e203d4,Junaid Siddique,Rajshahi Kings,Batsman,,
4c4a06fb,Nasir Jamshed,Rangpur Riders,Batsman,,
c27518d2,Ziaur Rahman,Rangpur Riders,Batsman,,
9868bc75,BMAJ Mendis,Barisal Bulls,Batsman,,
b4bef2ed,Fazle Mahmud,Barisal Bulls,Bowler,,
849c9375,Hasanuzzaman,Khulna Titans,Batsman,,
0db7fb49,Manjurul Islam,Unknown,Unknown,,
a7c3cf5f,Morshed Ali Khan,Unknown,Unknown,,
b478bce3,Selim Shahid,Unknown,Unknown,,
02789d88,Shamsur Rahman,Barisal Bulls,Batsman,,
561aff5c,Taibur Rahman,Khulna Titans,Batsman,,
9dad0f2e,Mahedi Hasan,Barisal Bulls,Batsman,,
760f445b,Monir Hossain,Barisal Bulls,Bowler,,
9bab2b81,Ashar Zaidi,Comilla Victorians,Batsman,,
1ec36a1e,Mohammad Sharif,Comilla Victorians,Bowler,,
8c7b16c8,Nahidul Islam,Comilla Victorians,Bowler,,
5340a1c1,Showkatur Rahman,Unknown,Unknown,,
1bb0993e,Abu Jayed,Dhaka Dynamites,Bowler,,
d18f9182,DPMD Jayawardene,Dhaka Dynamites,Batsman,,
8bd614b2,Rony Talukdar,Rajshahi Kings,Batsman,,
a6c37940,Akteruzzaman,Unknown,Unknown,,
b40ee8a8,PC de Silva,Chittagong Vikings,Batsman,,
17efdeb8,Raqibul Hasan,Rajshahi Kings,Batsman,,
185cbde3,Naeem Islam,Unknown,Batsman,,
288dd46e,Shykat Ali,Comilla Victorians,Unknown,,
29859e71,Akhtar Ahmad,Unknown,Unknown,,
e9d5218e,MT Coles,Dhaka Dynamites,Batsman,,
8c783a97,Mahmudul Hasan,Chittagong Vikings,Batsman,,
f3c150bb,Saqlain Sajib,Chittagong Vikings,Bowler,,
4c4fa80b,SMSM Senanayake,Rangpur Riders,Batsman,,
eb2d5fe7,Anwar Ali,Rangpur Riders,Bowler,,
8fb49ef8,Suhrawadi Shuvo,Dhaka Dynamites,Batsman,,
03ff4a44,Salman Hossain,Unknown,Unknown,,
cee2fbd8,Habibur Rahman,Comilla Victorians,Unknown,,
607ed7c2,Shohidul Islam,Chittagong Vikings,Bowler,,
0bec3a6c,BAC Howell,Khulna Titans,Batsman,,
7d6c0891,Enamul Haque,Barisal Bulls,Batsman,,
a77f51d0,Debabrata Paul,Unknown,Unknown,,
075e9f9c,Moniruzzaman,Unknown,Unknown,,
817c1746,Elias Sunny,Unknown,Unknown,,
3cc7dd5f,Irfan Sukkur,Dhaka Dynamites,Unknown,,
4c7c6f58,RJMGM Rupasinghe,Rangpur Riders,Batsman,,
e41d80d9,Samiur Rahman,Unknown,Unknown,,
37138918,Afif Hossain,Rajshahi Kings,Bowler,,
1b7664ab,Shafiuddin Ahmed,Unknown,Unknown,,
c32a41ba,A Curr,Unknown,Unknown,,
72896bd0,D Bedingfield,Unknown,Unknown,,
242f4ef1,Feng Yu,China,Batsman,,
7b70c988,Han Junhui,China,Batsman,,
6cb6215d,J Yamashita,Japan,Batsman,,
97da4ec9,K Wakita,Japan,Bowler,,
b406d908,Lu Cangcang,China,Batsman,,
96084621,M Kobayashi,Japan,Batsman,,
c1089ccb,M Perera,Unknown,Unknown,,
cbd91942,M Taniyama,Japan,Bowler,,
98aaa3f3,M Thurgate,Japan,Batsman,,
48024cf4,MM Siddique,Japan,Bowler,,
b591215f,Pu Xianliang,China,Batsman,,
cc9b822c,R Matsumura,Japan,Bowler,,
d630701e,R Tsutsui,Japan,Batsman,,
cf33e1ce,Song Yangyang,China,Batsman,,
6c7f0100,Song Yulin,China,Batsman,,
3dab8f3f,T Hagihara,Japan,Bowler,,
011b7b59,T Ota,Japan,Batsman,,
0a01e891,Tian Suqing,China,Batsman,,
93eb433f,U Pradeep,Unknown,Unknown,,
fef40097,W Miyauchi,Japan,Batsman,,
3043796f,Wang Yu,China,Batsman,,
0cf7e80f,Wang Zihao,China,Batsman,,
bf694ba1,Xu Hao,China,Unknown,,
4522ba9a,Zhang Yu Fei,China,Batsman,,
cf34fbef,M Qureshi,Unknown,Unknown,,
10ce549c,Roy Loh,Unknown,Unknown,,
ba0a8d88,A Lanning,Melbourne Stars,Batsman,,
2c772c89,A Kovalevs,Unknown,Unknown,,
91c9619b,TR Rann,Unknown,Unknown,,
0b69a844,KJ Garth,Sydney Sixers,Batsman,,
715959cd,T Steenholdt,Unknown,Unknown,,
36caea64,MP Hall,Unknown,Unknown,,
e44c17f1,H Wolff,Unknown,Unknown,,
f95e48fe,K Pope,Adelaide Strikers,Bowler,,
4b546c04,M Carmichael,Perth Scorchers,Batsman,,
72e3d89d,M Blows,Melbourne Stars,Unknown,,
f41c1218,A Yates,Melbourne Renegades,Batsman,,
d71e33bb,C Leeson,Sydney Sixers,Bowler,,
38970358,J Hicks,Sydney Sixers,Unknown,,
c218e4e7,G Prestwidge,Brisbane Heat,Unknown,,
7c1ba524,AA Patil,India,Bowler,,
562d74d0,AK Rana,Unknown,Unknown,,
8603d942,BB Pradhan,Unknown,Unknown,,
705489eb,E Bisht,India,Bowler,,
84f1ae7f,J Goswami,India,Batsman,,
ec2269dc,M Raj,India,Batsman,,
ca1a3105,Preeti Bose,India,Bowler,,
302fb7ae,S Meghana,India,Batsman,,
5463cb7a,S Pandey,India,Bowler,,
185e6c0c,S Verma,India,Unknown,,
8ff397fa,Sarika Prasad,Unknown,Unknown,,
c3f21798,V Krishnamurthy,India,Batsman,,
70b8fd28,A Lyth,Yorkshire,Batsman,,
5fcb6fb1,Azeem Rafiq,Yorkshire,Bowler,,
e412cb64,HF Gurney,Nottinghamshire,Bowler,,
f2ab7a69,JA Leaning,Yorkshire,Batsman,,
65b6943c,L Wood,Nottinghamshire,Batsman,,
e423d162,LJ Fletcher,Nottinghamshire,Bowler,,
a4b810d0,MJ Waite,Yorkshire,Batsman,,
b21ed464,SA Patterson,Yorkshire,Bowler,,
0e0d43b4,SJ Mullaney,Nottinghamshire,Bowler,,
4d4fdf4a,SJ O'Shaughnessy,Unknown,Unknown,,
f836b33d,T Kohler-Cadmore,Yorkshire,Batsman,,
